"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","birth_rate","region","income_level","mortality_rate_neonatal_cat","mortality_rate_under_5_cat","mortality_count_under_5","mortality_count_neonatal","live_births"
2015,"ST. VINCENT AND THE GRENADINES","VCT",2.31494524896227,7386.73748424022,21.74047554,15.3,10.6,16.8,4.11412001,106482,"99","89.6149362125534",15.891,"Latin America and Caribbean","Upper middle income","Low","Low",28427371.7616,17936317.8972,1692105.462
2015,"SUDAN","SDN",0.504548222221489,2226.40942382813,52.80306653,45.3,30,66,7.26768589,38171178,"87","35.0682362613739",36.413,"Sub-Saharan Africa","Low income","High","High",91735188897.924,41697813135.42,1389927104.514
2015,"SURINAME","SUR",4.73365480689865,8907.8381273582,26.58467637,18.3,12.9,20.5,5.80808163,575475,"76","86.4788570965539",19.127,"Latin America and Caribbean","Upper middle income","High","Low",225645761.6625,141991723.1925,11007110.325
2015,"SWEDEN","SWE",3.99217853401293,51545.4836095322,5.870147043,2.4,1.6,2.9,10.80418396,9799186,"98","98.9668669088397",11.7,"Europe and Central Asia","High income","Low","Low",332486380.98,183440761.92,114650476.2
2015,"SWITZERLAND","CHE",4.71974534905117,83806.4476003837,11.59075488,3.7,3,4.3,11.00794983,8282396,"94","99.895441126539",10.5,"Europe and Central Asia","High income","High","High",373950179.4,260895474,86965158
2015,"TAJIKISTAN","TJK",0.575406352580923,970.362599670694,38.97318659,32.6,16.3,37.4,6.90735912,8524063,"97","95.3165416425611",31.228,"Europe and Central Asia","Lower middle income","High","High",9955485032.2136,4338887861.6332,266189439.364
2015,"TANZANIA","TZA",0.20489763178503,929.107238769531,28.36614872,41,22.6,58,3.64969945,52542823,"95","24.4416443149061",38.741,"Sub-Saharan Africa","Lower middle income","High","High",118062567338.894,46003690032.0518,2035561505.843
2015,"THAILAND","THA",3.82467609758428,5708.79414662172,28.04174447,9.3,6.1,10.8,3.8522861,70294397,"99","97.1037085703682",10.607,"East Asia and Pacific","Upper middle income","High","Low",8052616824.9732,4548237280.7719,745612668.979
2015,"TIMOR-LESTE","TLS",0.36257695015728,1322.30088745104,15.77724688,51.5,25,61.6,7.67216587,1205813,"70","50.7983738927978",27.7,"East Asia and Pacific","Lower middle income","High","High",2057502838.16,835025502.5,33401020.1
2015,"TOGO","TGO",0.24428530157446,760.242911612052,51.06406404,50.9,27,75.9,4.95647097,7473229,"75","16.0892338025687",34.392,"Sub-Saharan Africa","Low income","High","High",19507764245.1912,6939520877.736,257019291.768
2015,"TONGA","TON",1.03560053523303,4117.93037018511,10.40546856,10.6,5.4,12.4,4.47327423,106122,"99","93.4521117836501",25.171,"East Asia and Pacific","Upper middle income","High","Low",33122841.0888,14424463.0548,2671196.862
2015,"TRINIDAD AND TOBAGO","TTO",14.5945320327604,18389.5310289802,22.36411414,17.5,12.5,19.6,6.02267027,1460177,"89","93.5715063637301",13.604,"Latin America and Caribbean","High income","High","Low",389339258.9968,248303098.85,19864247.908
2015,"TUNISIA","TUN",2.73646000671928,3960.92484913663,31.03674122,14.8,12,17.2,6.24453449,11557779,"98","92.1233998046476",19.119,"Middle East and North Africa","Lower middle income","Low","Low",3800738639.2572,2651678120.412,220973176.701
2015,"TURKIYE","TUR",4.43729766919889,10851.9201069804,28.61166279,11.1,6.6,13,4.11690426,79646178,"97","96.4279103152076",17.939,"Europe and Central Asia","Upper middle income","High","Low",18574046232.846,9429900395.1372,1428772787.142
2015,"TURKMENISTAN","TKM",11.0601514177487,6208.2966545016,28.62109508,36.6,23.4,42.4,5.11721087,5766431,"99","97.3997890421398",26.071,"Europe and Central Asia","Upper middle income","High","High",6374272798.2824,3517876968.8634,150336622.601
2015,"TUVALU","TUV",0.707915785602648,3384.38253416751,5.62828047,22,12.1,26.1,13.52732944,10877,"94","83.3371012284557",22.359,"East Asia and Pacific","Upper middle income","High","High",6347489.8023,2942706.0003,243198.843
2015,"UGANDA","UGA",0.125731921963759,864.180059367602,43.15615417,39.3,22.3,56,5.07657671,37477356,"79","19.5845877472555",39.422,"Sub-Saharan Africa","Low income","High","High",82736210380.992,32946740919.5736,1477432328.232
2015,"UKRAINE","UKR",4.23146670654202,2124.66259765625,16.65075046,8.1,5.5,9.4,7.77607775,45154036,"56","97.278648266922",10.7,"Europe and Central Asia","Lower middle income","High","High",4541592940.88,2657315018.6,483148185.2
2015,"UNITED ARAB EMIRATES","ARE",21.9145018912965,41525.1389043587,45.90634891,6.5,4.1,7.6,3.58359146,8916899,"99","99.1090909356026",11.478,"Middle East and North Africa","High income","High","High",777846067.0872,419627483.5602,102348166.722
2015,"UNITED KINGDOM","GBR",6.15937636059612,45071.0743234873,10.37250919,3.9,2.7,4.5,9.75462151,65116219,"93","99.112560824957",11.9,"Europe and Central Asia","High income","High","High",3486973527.45,2092184116.47,774883006.1
2015,"UNITED STATES","USA",15.5600154435853,56762.7294515989,8.163752791,5.8,3.9,6.8,16.48109245,320738994,"92","99.7623186306178",12.4,"North America","High income","High","High",27044711974.08,15510937749.84,3977163525.6
2015,"URUGUAY","URY",1.95637850746058,16950.7533762432,9.935544433,7.7,5,8.9,8.29225731,3402818,"96","96.6133171098745",14.216,"Latin America and Caribbean","High income","High","High",430532700.1232,241872303.44,48374460.688
2015,"UZBEKISTAN","UZB",3.17449495030177,2753.97105783086,35.48586783,17.1,10.4,19.2,4.73596573,31298900,"99","95.4498002084782",23.5,"Europe and Central Asia","Lower middle income","Low","Low",14122063680,7649451160,735524150
2015,"VANUATU","VUT",0.485823222567086,2643.88689399558,12.52967863,22.9,11.7,27.3,4.32168293,276438,"76","50.4488652197537",32.42,"East Asia and Pacific","Lower middle income","Low","High",244665874.908,104856803.532,8962119.96
2015,"VIET NAM","VNM",2.18581455940173,2595.23497870737,21.82366181,17.5,11.2,21.9,4.56543732,92191398,"97","79.0852681426575",16.787,"East Asia and Pacific","Lower middle income","Low","Low",33892812261.1494,17333310380.1312,1547616998.226
2015,"YEMEN, REP.","YEM",0.475239900205302,1488.41626715083,48.33063334,46.2,28.3,60.8,4.25285673,28516545,"67","51.5687905474947",33.933,"Middle East and North Africa","Low income","High","High",58833236826.288,27384549378.0255,967651921.485
2015,"ZAMBIA","ZMB",0.305054765965277,1307.90964916032,28.26273741,47.2,26.2,68.2,4.43510246,16248230,"90","32.4357104534936",37.832,"Sub-Saharan Africa","Lower middle income","High","High",41922747147.952,16105219578.832,614703037.36
2015,"ZIMBABWE","ZWE",0.846962441443576,1410.32917348908,25.92895692,42.1,27.9,60.5,7.44982719,14154937,"86","38.1206481520606",33.96,"Sub-Saharan Africa","Lower middle income","High","High",29082450461.46,13411576328.508,480701660.52
2016,"AFGHANISTAN","AFG",0.268358772656602,520.251954939821,57.20370424,51.1,39.2,67.2,11.81859016,34636207,"64","45.7336021554717",37.936,"South Asia","Low income","High","High",88298054796.1344,51507198631.0784,1313959148.752
2016,"ALBANIA","ALB",1.5900693334483,4124.05538986272,17.81730527,8.4,6.3,9.4,6.66606188,2876101,"96","98.1079030060422",11.289,"Europe and Central Asia","Upper middle income","High","High",305202059.3766,204550316.3907,32468304.189
2016,"ALGERIA","DZA",3.83383422168475,3967.20065952107,32.79009631,21.4,15.2,24.9,6.60749817,40339329,"94","86.6054829474466",25.166,"Middle East and North Africa","Lower middle income","High","Low",25277970884.9886,15430729214.9328,1015179553.614
2016,"ANDORRA","AND",6.46528811690102,39931.2169819106,8.943875425,3.2,1.7,3.4,7.00839424,72540,"97","99.99999600335",8.8,"Europe and Central Asia","High income","Low","High",2170396.8,1085198.4,638352
2016,"ANGOLA","AGO",1.01255212444657,1709.51553404553,29.17977414,55.7,30,84.4,2.71314979,29154746,"45","48.6279413330122",41.377,"Sub-Saharan Africa","Lower middle income","High","High",101814752090.425,36190077757.26,1206335925.242
2016,"ANTIGUA AND BARBUDA","ATG",5.5264785124332,15862.6516627488,17.6733477,6.2,4,7.4,5.12190151,90564,"88","97.3904780793345",11.659,"Latin America and Caribbean","High income","High","High",7813554.0024,4223542.704,1055885.676
2016,"ARGENTINA","ARG",4.20181586904703,12790.2640639201,14.11129971,9.8,6.4,11,9.00189781,43590368,"90","94.8209556611028",16.824,"Latin America and Caribbean","Upper middle income","High","Low",8067007863.552,4693531847.8848,733364351.232
2016,"ARMENIA","ARM",1.7679664042068,3679.95234910427,34.24036582,12.2,7.2,13.7,9.95195866,2865835,"97","93.2465397820957",14.504,"Europe and Central Asia","Upper middle income","High","Low",569455170.508,299275710.048,41566070.84
2016,"AUSTRALIA","AUS",16.3203306101751,49876.7123761245,6.815366192,3.2,2.3,3.8,10.09023094,24190907,"95","99.9987293651876",12.9,"East Asia and Pacific","High income","High","High",1185838261.14,717744210.69,312062700.3
2016,"AUSTRIA","AUT",7.29077721621103,45307.5878620442,12.30410306,3,2.2,3.6,10.3522625,8736668,"95","99.9748142109487",10,"Europe and Central Asia","High income","High","High",314520048,192206696,87366680
2016,"AZERBAIJAN","AZE",3.30395789547903,3880.68626683773,24.38549474,21.8,12.6,24.5,4.03655434,9757812,"98","96.1218120431691",16.3,"Europe and Central Asia","Upper middle income","High","Low",3896782222.2,2004059428.56,159052335.6
2016,"BAHAMAS, THE","BHS",5.15359516738388,29675.5358910641,15.86345443,11.9,7.4,13.8,5.58737278,395976,"89","94.9305823307593",12.188,"Latin America and Caribbean","High income","High","Low",66600945.7344,35713550.6112,4826155.488
2016,"BAHRAIN","BHR",21.4953098652797,22867.1811196134,61.64582457,6.3,3.1,7.3,4.86051178,1409661,"99","100",15.181,"Middle East and North Africa","High income","High","High",156220464.5793,66340197.2871,21400063.641
2016,"BANGLADESH","BGD",0.50773927054082,1659.96248898672,67.7673598,29.5,22.1,36,2.86227322,159784568,"97","50.2602922140672",19.002,"South Asia","Lower middle income","High","High",109304149000.896,67100602581.1056,3036226361.136
2016,"BARBADOS","BRB",4.63224343170081,17343.7254395315,21.08043284,12.8,9.1,13.8,6.68155146,278649,"92","96.855551592924",11.009,"Latin America and Caribbean","High income","High","Low",42333526.4058,27915586.2531,3067646.841
2016,"BELARUS","BLR",5.82946357939628,5039.77603167897,16.71207883,2.9,1.5,3.9,5.91054153,9469379,"98","97.8864691690809",12.4,"Europe and Central Asia","Upper middle income","Low","High",457939168.44,176130449.4,117420299.6
2016,"BELGIUM","BEL",8.3106603919614,42012.6227191027,12.37628991,3.3,2.3,4.1,10.76264191,11331422,"96","99.4861780441758",10.8,"Europe and Central Asia","High income","High","High",501755366.16,281472522.48,122379357.6
2016,"BELIZE","BLZ",1.77314715242858,6148.70696109313,21.08657207,12.5,9.7,14.5,6.06179619,367313,"95","87.534777016108",21.36,"Latin America and Caribbean","Upper middle income","High","Low",113764182.36,76104315.096,7845805.68
2016,"BENIN","BEN",0.598485713029697,1049.82030349922,46.48119179,62,31.5,95.6,2.47028542,11260085,"68","16.7724928532971",38.934,"Sub-Saharan Africa","Lower middle income","High","High",41911054281.684,13809604705.785,438400149.39
2016,"BHUTAN","BTN",1.63838876655361,2879.54657217991,43.64904826,26.4,17.8,31.9,3.57613945,749761,"97","71.3945411475057",16.076,"South Asia","Lower middle income","High","High",384495734.9684,214546209.4808,12053157.836
2016,"BOLIVIA","BOL",1.8936936513003,3013.50270721666,27.56633411,24.5,16.1,30.2,6.83333063,11263015,"94","58.3989085613163",23.355,"Latin America and Caribbean","Lower middle income","High","High",7944041002.815,4235068216.7325,263047715.325
2016,"BOSNIA AND HERZEGOVINA","BIH",6.42249063914649,4917.26369838618,28.77587802,5.4,4.6,6.2,9.24976635,3480986,"68","95.3361510415938",8.953,"Europe and Central Asia","Upper middle income","High","High",193224659.4796,143360231.2268,31165267.658
2016,"BOTSWANA","BWA",2.81808659692843,6411.55166554553,25.20036677,35.3,21,43.5,5.76837635,2352416,"97","76.0173129165427",26.13,"Sub-Saharan Africa","Upper middle income","High","High",2673885408.48,1290841231.68,61468630.08
2016,"BRAZIL","BRA",2.16125984748939,8680.73542054827,11.42284509,15.1,10,16.7,9.16901493,206859578,"95","86.8602432937162",14.051,"Latin America and Caribbean","Upper middle income","Low","Low",48539951638.9826,29065839304.78,2906583930.478
2016,"BRUNEI DARUSSALAM","BRN",16.358211618004,26762.0374289176,7.649925898,9,5.4,10.8,2.54828691,425994,"98","92.1810129981427",16.054,"East Asia and Pacific","High income","High","Low",73860202.9008,36930101.4504,6838907.676
2016,"BULGARIA","BGR",5.83441898521035,7574.19126408348,19.40617985,6.4,3.9,7.7,7.45653582,7127822,"92","85.9935265191429",9.1,"Europe and Central Asia","Upper middle income","High","High",499446487.54,252966402.78,64863180.2
2016,"BURKINA FASO","BFA",0.207403201722726,665.786328528158,56.2288836,58.3,27.8,97.7,5.95461321,19275498,"88","21.2290233625521",38.977,"Sub-Saharan Africa","Low income","High","High",73402116057.8442,20886170178.1788,751301085.546
2016,"BURUNDI","BDI",0.0405380853018533,242.539527360495,35.48687315,44.5,23,64.6,7.17137861,10903327,"93","45.8510198644704",39.479,"Sub-Saharan Africa","Low income","High","High",27807228052.4918,9900406272.559,430452446.633
2016,"CABO VERDE","CPV",0.972252567183745,3312.69675666873,47.92595122,15.7,11.3,18.3,4.84606647,558394,"93","72.4969280062987",19.289,"Sub-Saharan Africa","Lower middle income","Low","Low",197106772.1478,121710739.0858,10770861.866
2016,"CAMBODIA","KHM",0.708268456939398,1281.10597109735,24.82502572,26,15.6,30.3,6.11648464,15624584,"84","57.1715605520056",21.864,"East Asia and Pacific","Lower middle income","High","High",10350961908.6528,5329208111.3856,341615904.576
2016,"CAMEROON","CMR",0.378493591541366,1426.06548098045,65.0564255,55.3,28.7,84.3,3.5937767,23711630,"71","41.6540121133768",37.747,"Sub-Saharan Africa","Lower middle income","High","High",75452116268.523,25687731161.407,895042897.61
2016,"CANADA","CAN",15.4218225254765,42315.6037056806,6.205823409,4.7,3.5,5.3,11.03318405,36109487,"89","99.0097512478276",10.6,"North America","High income","High","High",2028630979.66,1339661967.7,382760562.2
2016,"CENTRAL AFRICAN REPUBLIC","CAF",0.0420865723239598,372.135456053456,45.52426043,82.4,33.9,112.7,5.44402313,4904177,"45","15.5882420568199",41.209,"Sub-Saharan Africa","Low income","High","Low",22776245120.2111,6851062196.7627,202096229.993
2016,"CHAD","TCD",0.10072718438851,691.98007735414,59.85638516,74.5,35.1,125.8,5.05077839,14592585,"37","11.6187911506186",45.456,"Sub-Saharan Africa","Low income","High","Low",83445724405.008,23282551085.976,663320543.76
2016,"CHILE","CHL",4.78352570264377,13785.6875977318,23.76052341,6.7,5.1,7.8,8.51866722,18083879,"93","99.6665202826245",12.7,"Latin America and Caribbean","High income","High","High",1791389053.74,1171292842.83,229665263.3
2016,"CHINA","CHN",7.10547993572515,8094.39037512163,51.58657201,7.6,4.9,9.9,4.97955608,1387790000,"99","86.4094766696777",13.57,"East Asia and Pacific","Upper middle income","High","High",186439871970,92278320470,18832310300
2016,"COLOMBIA","COL",1.75379580314977,5936.26102166829,22.72386043,13,8.2,15.1,7.53117037,47625955,"93","89.5555442261651",15.353,"Latin America and Caribbean","Upper middle income","High","Low",11041139435.4365,5995850554.343,731201287.115
2016,"COMOROS","COM",0.292000343056851,1357.26622888841,17.31528735,45.7,29.1,59,4.65263557,746232,"90","35.8348906522207",31.756,"Sub-Saharan Africa","Lower middle income","High","High",1398143260.128,689592692.7072,23697343.392
2016,"CONGO, DEM. REP.","COD",0.029732419887336,456.027950503848,37.9286139,71.5,29.1,93.4,4.36603069,81430977,"63","17.3684019576228",43.411,"Sub-Saharan Africa","Low income","High","High",330169013313.89,102868504148.118,3535000142.547
2016,"CONGO, REP.","COG",1.0599164344115,1970.25019879955,40.36513118,36.7,20.4,51,2.79067326,5186824,"67","19.5480531851066",33.706,"Sub-Saharan Africa","Lower middle income","High","High",8916181576.944,3566472630.7776,174827089.744
2016,"COSTA RICA","CRI",1.61952841186564,11899.8139783719,17.90242599,7.6,6.2,8.9,7.31724358,4945205,"93","97.2746816843716",14.145,"Latin America and Caribbean","Upper middle income","High","High",622554330.0525,433689533.295,69949924.725
2016,"COTE D'IVOIRE","CIV",0.396202600337942,1999.19537158364,61.24645868,64.2,35.6,88,3.35172248,24213622,"73","32.2972577718512",35.959,"Sub-Saharan Africa","Lower middle income","High","High",76621391747.824,30996835752.5288,870697633.498
2016,"CROATIA","HRV",4.04297771940008,12550.7088600004,17.72824296,4.1,3,4.9,6.73855692,4174349,"90","96.1040073433096",9,"Europe and Central Asia","High income","High","High",184088790.9,112707423,37569141
2016,"CUBA","CUB",2.39608281140947,8055.88990736388,19.35410515,4.4,2.3,5.5,12.2177515,11342012,"99","89.1724470610026",10.351,"Latin America and Caribbean","Upper middle income","High","High",645706414.166,270022682.2876,117401166.212
2016,"CYPRUS","CYP",6.02664204541186,24715.142578125,14.41331917,2.3,1.6,2.7,6.68224382,1197881,"90","99.4398581430545",11.419,"Europe and Central Asia","High income","Low","Low",36932228.4753,21885765.0224,13678603.139
2016,"CZECHIA","CZE",9.74775352506433,18575.2320271915,16.71289546,2.6,1.6,3.2,7.10654974,10566332,"98","99.1372643723858",10.7,"Europe and Central Asia","High income","Low","High",361791207.68,180895603.84,113059752.4
2016,"DENMARK","DNK",6.16973434054759,54663.9983719195,9.286433949,3.5,2.9,4,10.25162029,5728010,"94","99.5972270534455",10.8,"Europe and Central Asia","High income","High","High",247450032,179401273.2,61862508
2016,"DJIBOUTI","DJI",0.386480086703197,2545.73879850905,43.47619484,53.1,33.2,63.8,2.72740245,1023261,"75","62.7207944875462",23.516,"Middle East and North Africa","Lower middle income","High","High",1535219762.1288,798891788.4432,24063005.676
2016,"DOMINICA","DMA",2.60435247948626,8223.04145029796,18.53218593,28.8,25.7,32.5,5.12308073,70075,"96","80.3664248800941",13.167,"Latin America and Caribbean","Upper middle income","High","High",29987019.5625,23712812.3925,922677.525
2016,"DOMINICAN REPUBLIC","DOM",2.33609927132434,7191.06971254766,17.77201952,28.9,24.5,35.1,4.5766325,10527592,"85","85.6816410321982",20.258,"Latin America and Caribbean","Upper middle income","High","High",7485705351.6336,5225064989.032,213267958.736
2016,"ECUADOR","ECU",2.42048080897419,6079.08873612077,20.71374205,12.8,7.1,14.8,7.27991438,16439585,"86","86.9839092585989",18.224,"Latin America and Caribbean","Upper middle income","High","Low",4434005956.192,2127124478.984,299594997.04
2016,"EGYPT, ARAB REP.","EGY",2.35935349574476,3331.61246134688,66.74703838,19.2,12,22.6,5.36399794,99784030,"95","96.2465784166378",25.913,"Middle East and North Africa","Lower middle income","Low","Low",58436900668.214,31028442832.68,2585703569.39
2016,"EL SALVADOR","SLV",1.13992298228465,3870.31298246063,23.50688297,12.8,7.3,14.8,8.71456337,6250510,"90","85.873730827727",17.566,"Latin America and Caribbean","Upper middle income","High","Low",1624987588.168,801514148.218,109796458.66
2016,"EQUATORIAL GUINEA","GNQ",4.16755127322584,8035.30766558397,46.74295432,66,31.5,90.6,3.14450502,1398927,"53","66.2485417470801",34.392,"Sub-Saharan Africa","Upper middle income","High","High",4358937902.9904,1515524767.596,48111897.384
2016,"ESTONIA","EST",12.0894671642131,18295.3429322119,6.517719719,2.3,1.3,2.9,6.70240974,1315790,"93","99.0630771969304",10.7,"Europe and Central Asia","High income","Low","Low",40828963.7,18302638.9,14078953
2016,"ESWATINI","SWZ",0.976784732749597,3339.99042721438,22.08084937,48.1,25.3,61.8,6.82044792,1142524,"89","61.8077651618563",27.105,"Sub-Saharan Africa","Lower middle income","High","High",1913829384.636,783493259.406,30968113.02
2016,"ETHIOPIA","ETH",0.144807033553953,705.617512258288,33.61502933,41.3,30.8,59,3.60033751,105293228,"57","7.74355073772014",33.315,"Sub-Saharan Africa","Low income","High","High",206962789558.38,108041591837.256,3507843890.82
2016,"FIJI","FJI",1.30513703067714,5368.43365862436,11.08714633,21.1,10.7,25,3.27979708,918371,"96","93.0055130874559",21.05,"East Asia and Pacific","Upper middle income","Low","Low",483292738.75,206849292.185,19331709.55
2016,"FINLAND","FIN",8.31624752993602,43814.0265056977,5.589432223,2,1.4,2.4,9.37796021,5495303,"94","99.4479736564842",9.6,"Europe and Central Asia","High income","Low","Low",126611781.12,73856872.32,52754908.8
2016,"FRANCE","FRA",4.70347567349874,37062.5335723839,11.4918237,3.2,2.5,4.2,11.48530769,66724104,"90","98.6508021346341",11.8,"Europe and Central Asia","High income","High","High",3306846594.24,1968361068,787344427.2
2016,"GABON","GAB",3.05995668692354,6722.19822197571,39.0009896,34,21.4,48.4,3.1076982,2086206,"64","48.9116241513096",30.362,"Sub-Saharan Africa","Upper middle income","High","High",3065723110.0848,1355505672.6408,63341386.572
2016,"GAMBIA, THE","GMB",0.255997956159271,640.67627011057,57.52369277,38.7,28.7,57.7,3.19523716,2317206,"97","46.7787649612216",36.59,"Sub-Saharan Africa","Low income","High","High",4892184947.058,2433374488.398,84786567.54
2016,"GEORGIA","GEO",2.63275300770891,4062.12697838612,17.68579608,9.1,6.2,10.2,7.99670744,3727505,"93","86.8749900829785",15.471,"Europe and Central Asia","Upper middle income","High","Low",588215944.521,357543025.101,57668229.855
2016,"GERMANY","DEU",9.07297238768971,42136.1207908003,11.77992518,3.3,2.3,3.9,11.23263836,82348669,"97","99.2249269225143",9.6,"Europe and Central Asia","High income","High","High",3083134167.36,1818258611.52,790547222.4
2016,"GHANA","GHA",0.492155067910077,1900.3978364641,59.661617,37.9,25.8,53.1,3.39035821,29554303,"89","21.5279300969224",30.527,"Sub-Saharan Africa","Lower middle income","High","High",47907043427.8611,23276868558.1698,902204207.681
2016,"GREECE","GRC",6.20348737018687,17923.9668134721,14.46980163,3.9,2.6,4.4,8.44874573,10775971,"97","98.9796054003505",8.6,"Europe and Central Asia","High income","High","High",407762742.64,240950711.56,92673350.6
2016,"GRENADA","GRD",2.31232182451695,8849.51353500776,21.17807748,14.4,10.5,16.3,4.43910027,119966,"95","91.4938921337197",17.419,"Latin America and Caribbean","Upper middle income","Low","Low",34061910.3902,21941721.417,2089687.754
2016,"GUATEMALA","GTM",1.1026182595186,4173.28130287658,29.17182245,23,12.9,27.3,6.07008219,15827690,"89","67.3421315783412",25.541,"Latin America and Caribbean","Upper middle income","High","High",11036162326.917,5214889890.741,404255030.29
2016,"GUINEA","GIN",0.235227854196447,720.47325520799,53.58936352,70.2,32.9,110.1,5.39694929,11930985,"47","24.1498388471999",37.396,"Sub-Saharan Africa","Lower middle income","High","Low",49123439768.106,14679029685.474,446171115.06
2016,"GUINEA-BISSAU","GNB",0.166253123378351,642.666390083655,54.0903092,58,38.4,88.6,8.32881451,1834552,"80","20.9889037650551",34.502,"Sub-Saharan Africa","Low income","High","High",5608000181.0144,2430555383.1936,63295713.104
2016,"GUYANA","GUY",3.26523837188623,5905.38019563205,22.33097583,26.7,19.6,32.2,4.01842117,759087,"99","87.31699147946",21.139,"Latin America and Caribbean","High income","High","High",516692150.9946,314508265.8228,16046340.093
2016,"HAITI","HTI",0.314036533462437,1313.18609516523,19.14929749,51.7,26.7,68.2,4.80760574,10713849,"69","33.5993505838941",25.254,"Latin America and Caribbean","Lower middle income","High","High",18452706408.4572,7224153388.6482,270567542.646
2016,"HONDURAS","HND",1.09871281471182,2295.53623075587,24.75521888,16.9,11.4,19.8,7.709445,9460798,"98","79.4064779253868",22.44,"Latin America and Caribbean","Lower middle income","Low","Low",4203546080.976,2420223501.168,212300307.12
2016,"HUNGARY","HUN",4.50869128796621,13104.6995457458,15.73414047,4,2.5,4.7,6.98634624,9814023,"99","97.9931816013482",9.7,"Europe and Central Asia","High income","High","High",447421308.57,237990057.75,95196023.1
2016,"ICELAND","ISL",4.86824728192011,61987.9263620283,5.436588878,2.1,1.4,2.7,8.09714794,335439,"91","98.7826638256705",12,"Europe and Central Asia","High income","Low","Low",10868223.6,5635375.2,4025268
2016,"INDIA","IND",1.63991401876928,1714.2795405846,92.23194665,33.2,24.9,41,3.50430417,1338636340,"88","60.8412572070892",18.514,"South Asia","Lower middle income","High","High",1016124041149.16,617109478649.124,24783513198.76
2016,"INDONESIA","IDN",1.84830385185678,3558.81885174287,21.15210797,22.4,13.6,26.6,3.02147198,261850182,"88","75.2488988194538",18.017,"East Asia and Pacific","Upper middle income","High","High",125492275793.9,64161464315.6784,4717754729.094
2016,"IRAN, ISLAMIC REP.","IRN",7.28896617589145,5497.24323256491,39.84131218,12.9,9.7,15,7.82282066,83306231,"99","88.7518160378397",19.017,"Middle East and North Africa","Lower middle income","High","Low",23763518923.905,15367075570.7919,1584234594.927
2016,"IRAQ","IRQ",3.70255080483218,4305.20270154631,50.08978666,24.1,16.5,28.8,3.28159881,38697943,"79","93.6396653017637",30.17,"Middle East and North Africa","Upper middle income","High","High",33624487880.928,19264029515.115,1167516940.31
2016,"IRELAND","IRL",8.2033757874051,62895.9111239299,7.838263466,3.1,2.3,3.6,7.44555712,4755335,"92","89.4684641229552",13.4,"Europe and Central Asia","High income","High","High",229397360.4,146559424.7,63721489
2016,"ISRAEL","ISR",7.63316171308214,37690.4739511859,18.85915608,3.1,2,3.8,7.16409779,8546000,"97","99.9610224265061",21.2,"Middle East and North Africa","High income","High","High",688465760,362350400,181175200
2016,"ITALY","ITA",5.49824437749353,30960.7315088911,15.75652778,2.9,2.1,3.4,8.72533035,60627498,"87","99.8854007385299",7.8,"Europe and Central Asia","High income","High","High",1607841246.96,993078417.24,472894484.4
2016,"JAMAICA","JAM",2.69365735479601,5022.70332766053,15.38590695,12.5,12.2,14.6,5.70102215,2802695,"95","86.0701648674363",13.47,"Latin America and Caribbean","Upper middle income","High","Low",551183604.09,460578080.13,37752301.65
2016,"JAPAN","JPN",9.16671440712644,39375.4731620781,13.35633595,2,0.9,2.7,10.65891552,127076000,"96","99.9553665280994",7.8,"East Asia and Pacific","High income","Low","Low",2676220560,892073520,991192800
2016,"JORDAN","JOR",2.4817715734492,4003.40474641177,32.03573347,14.6,10,17,7.15642214,9964656,"96","97.4769632653806",23.708,"Middle East and North Africa","Lower middle income","Low","Low",4016115095.616,2362420644.48,236242064.448
2016,"KAZAKHSTAN","KAZ",11.3788397304605,7714.84184376024,20.86881423,9.8,5,11,3.42235589,17794055,"99","97.8058212502577",22.52,"Europe and Central Asia","Upper middle income","High","Low",4407943304.6,2003610593,400722118.6
2016,"KENYA","KEN",0.403178474765564,1562.07661095478,26.88967903,32.2,20.6,43.8,4.75429106,47894670,"96","34.0884942632235",30.401,"Sub-Saharan Africa","Lower middle income","High","High",63774808784.946,29994544771.002,1456045862.67
2016,"KIRIBATI","KIR",0.47842852682828,1506.23102993198,9.691195176,43.7,23.1,56.1,8.41267395,118513,"80","43.0275769293537",28.86,"East Asia and Pacific","Lower middle income","High","High",191877998.598,79008587.658,3420285.18
2016,"KOREA, REP.","KOR",12.0162045997951,29288.8704389833,27.80560684,2.9,1.6,3.4,6.91432714,51217803,"98","99.8912389857713",7.9,"East Asia and Pacific","High income","Low","High",1375710188.58,647393029.92,404620643.7
2016,"KUWAIT","KWT",22.5726979547119,27026.6481960811,61.00890885,7.7,4.9,9,4.73096323,4048085,"99","100",14.8,"Middle East and North Africa","High income","High","High",539204922,293567124.2,59911658
2016,"KYRGYZ REPUBLIC","KGZ",1.59151245990624,1120.66706080157,24.71003894,18.8,14.3,21.1,6.41248226,6079500,"97","97.4336437125182",26,"Europe and Central Asia","Lower middle income","High","Low",3335213700,2260358100,158067000
2016,"LAO PDR","LAO",2.27853328869775,2309.0490761946,23.40354416,40.5,23.9,51.5,2.36087489,6891363,"81","71.8588125970391",24.131,"East Asia and Pacific","Lower middle income","High","High",8564217248.4795,3974461985.2167,166295480.553
