"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","region","income_level"
2015,"CYPRUS","CYP",5.77109022303079,23487.21875,17.13237684,2.3,1.6,2.8,6.81669092,1187280,"90","99.4619935122178","Europe and Central Asia","High income"
2015,"CZECHIA","CZE",9.59291997133716,17829.6983223668,17.63788699,2.5,1.6,3.2,7.19641495,10546059,"99","99.1369522900558","Europe and Central Asia","High income"
2015,"DENMARK","DNK",5.93032476740055,53254.8563700916,10.16512436,3.5,3,4.1,10.34411812,5683483,"91","99.5972333139117","Europe and Central Asia","High income"
2015,"DJIBOUTI","DJI",0.443772428370827,2409.31190224284,44.89784611,54.5,33.9,65.6,3.07556486,1006259,"74","61.4189057021902","Middle East and North Africa","Lower middle income"
2015,"DOMINICA","DMA",2.58402731155456,7724.04241057376,19.2530028,27.6,24.7,31.2,5.15941811,70007,"96","80.3664248800941","Latin America and Caribbean","Upper middle income"
2015,"DOMINICAN REPUBLIC","DOM",2.26704601804065,6838.9367346602,18.22650845,28.9,24.5,35.1,4.72216797,10405832,"90","85.1659174636995","Latin America and Caribbean","Upper middle income"
2015,"ECUADOR","ECU",2.55560326309705,6130.58667556768,20.91779236,13.2,7.3,15.4,7.49149466,16195902,"84","85.8813735545442","Latin America and Caribbean","Upper middle income"
2015,"EGYPT, ARAB REP.","EGY",2.31554239924709,3370.38244716015,73.13098828,19.9,12.4,23.4,5.33657265,97723799,"92","95.9318698997967","Middle East and North Africa","Lower middle income"
2015,"EL SALVADOR","SLV",1.12301811600134,3761.51368000275,25.55917474,13.3,7.6,15.4,8.75833225,6231066,"95","85.5407927310038","Latin America and Caribbean","Upper middle income"
2015,"EQUATORIAL GUINEA","GNQ",4.07892363098592,9788.98380398511,47.84805559,68,32.1,93.7,2.91533303,1346973,"50","66.1825226445462","Sub-Saharan Africa","Upper middle income"
2015,"ESTONIA","EST",10.929773066435,17402.0376128079,6.563380324,2.4,1.4,3.1,6.64135027,1315407,"93","99.0579702827243","Europe and Central Asia","High income"
2015,"ESWATINI","SWZ",0.895905941781547,3583.31129031343,23.45888757,50.1,25.7,64.4,7.05855274,1133936,"89","60.9106487570296","Sub-Saharan Africa","Lower middle income"
2015,"ETHIOPIA","ETH",0.127315885004371,630.312627132481,34.42531071,43.2,32,62.4,3.82316828,102471895,"56","7.43845438341403","Sub-Saharan Africa","Low income"
2015,"FIJI","FJI",1.37788922808548,5105.1900392223,10.62224564,20.7,10.1,24.5,3.32468939,917200,"96","92.7488650261902","East Asia and Pacific","Upper middle income"
2015,"FINLAND","FIN",7.81369792414716,42801.9081167285,5.62877844,2,1.4,2.5,9.64523888,5479531,"95","99.4479823694262","Europe and Central Asia","High income"
2015,"FRANCE","FRA",4.67593508663906,36652.9223052178,12.30792454,3.2,2.4,4.2,11.44077206,66548272,"91","98.6515985082272","Europe and Central Asia","High income"
2015,"GABON","GAB",3.01491187897365,7090.45463415798,39.73197591,35.3,21.9,50.4,2.65743947,2028517,"68","48.6194365134982","Sub-Saharan Africa","Upper middle income"
2015,"GAMBIA, THE","GMB",0.260037911654572,611.671217782995,61.80443087,39.8,29.5,60.1,3.1761291,2253133,"97","46.6646753535046","Sub-Saharan Africa","Low income"
2015,"GEORGIA","GEO",2.52314190948536,4014.11224099111,18.48419633,9.3,6.7,10.5,7.42301464,3725276,"96","87.0037522597219","Europe and Central Asia","Upper middle income"
2015,"GERMANY","DEU",9.08734480366678,41103.2564363768,12.72693664,3.3,2.3,3.9,11.18386841,81686611,"97","99.2248518459625","Europe and Central Asia","High income"
2015,"GHANA","GHA",0.496024739617925,1711.27147078346,60.48227972,39.2,26.5,55.4,4.5429678,28870939,"89","20.40010793503","Sub-Saharan Africa","Lower middle income"
2015,"GREECE","GRC",6.28508782508784,18083.8779056547,16.04385798,3.8,2.6,4.4,8.22004509,10820883,"97","98.975972782026","Europe and Central Asia","High income"
2015,"GRENADA","GRD",2.29114136829719,8379.62184743156,21.94013568,14.2,10.4,16.2,4.64675617,118980,"99","91.4938921337197","Latin America and Caribbean","Upper middle income"
2015,"GUATEMALA","GTM",1.05707310890778,3994.62908519019,30.94349566,23.8,13.4,28.4,6.00602007,15567419,"79","67.0292722902046","Latin America and Caribbean","Upper middle income"
2015,"GUINEA","GIN",0.216953417676487,756.425589848067,56.21359737,71.9,33.4,112.6,5.80919266,11625998,"47","23.0429536885135","Sub-Saharan Africa","Lower middle income"
2015,"GUINEA-BISSAU","GNB",0.157581198477963,585.957012585401,57.5086131,59.9,39.2,91.8,8.13228226,1788919,"80","19.6938380286064","Sub-Saharan Africa","Low income"
2015,"GUYANA","GUY",2.7547610627908,5668.42976474423,22.92175634,27.4,20.2,33.1,4.02264786,755031,"99","86.7079618375958","Latin America and Caribbean","High income"
2015,"HAITI","HTI",0.310537245413729,1405.71478574853,19.88014557,53,27.1,70.1,5.07518148,10563757,"69","32.5017277166698","Latin America and Caribbean","Lower middle income"
2015,"HONDURAS","HND",1.13380970799413,2257.22528369354,26.72226603,17.5,11.8,20.5,7.4837904,9294505,"98","78.5378953428312","Latin America and Caribbean","Lower middle income"
2015,"HUNGARY","HUN",4.40759693053804,12717.038597002,17.54829004,4.2,2.7,5.1,6.85204268,9843028,"99","97.9954556941151","Europe and Central Asia","High income"
2015,"ICELAND","ISL",6.21948823360488,52951.6815110898,5.833587216,2.1,1.3,2.6,8.06978989,330815,"93","98.783118463724","Europe and Central Asia","High income"
2015,"INDIA","IND",1.63132348717228,1590.17432166504,88.44512429,35,26,43.6,3.59565997,1322866505,"87","57.7757201395978","South Asia","Lower middle income"
2015,"INDONESIA","IDN",1.88756448144649,3322.58167907656,19.92482789,23.2,14.2,27.7,2.92428517,259091970,"87","72.9895935526156","East Asia and Pacific","Upper middle income"
2015,"IRAN, ISLAMIC REP.","IRN",7.32579213851096,4990.93679537694,40.89116772,13.4,10.1,15.5,7.25335979,81790841,"99","88.1779171380561","Middle East and North Africa","Lower middle income"
2015,"IRAQ","IRQ",3.52694421151988,4416.94292281917,53.09642572,24.8,17,29.8,3.14434433,37757813,"71","91.8347523990118","Middle East and North Africa","Upper middle income"
2015,"IRELAND","IRL",7.88760935074481,62053.9844381587,8.381681865,3.2,2.4,3.7,7.31753302,4701957,"93","89.5390217351703","Europe and Central Asia","High income"
2015,"ISRAEL","ISR",7.9133542559158,36206.5222171621,22.51370748,3.2,2.1,3.9,7.10024405,8380100,"98","99.9676680162629","Middle East and North Africa","High income"
2015,"ITALY","ITA",5.56329428886422,30242.3861352184,18.04119054,3,2.1,3.5,8.85689163,60730582,"85","99.8854580988153","Europe and Central Asia","High income"
2015,"JAMAICA","JAM",2.53671122530592,5077.55163565712,15.75409904,12.9,12.6,15,5.62470436,2794445,"91","85.849550567348","Latin America and Caribbean","Upper middle income"
2015,"JAPAN","JPN",9.26804964566898,34960.6393843385,13.40887797,2,0.9,2.8,10.74969959,127141000,"96","99.9583127913471","East Asia and Pacific","High income"
2015,"JORDAN","JOR",2.66573038027454,4064.25301043642,35.43994788,15,10.3,17.5,7.4609561,9494246,"94","97.562817519474","Middle East and North Africa","Lower middle income"
2015,"KAZAKHSTAN","KAZ",10.8910512947587,10510.7703082872,20.51355436,10.6,5.5,11.9,3.04051137,17542806,"99","97.7378253810855","Europe and Central Asia","Upper middle income"
2015,"KENYA","KEN",0.386120073710359,1496.65356762256,28.08947284,33.1,21.1,45.9,4.76439571,46851488,"96","33.6913972045979","Sub-Saharan Africa","Lower middle income"
2015,"KIRIBATI","KIR",0.520105906243841,1459.14369528831,9.097105532,44.7,23.5,57.5,8.02337551,116707,"84","42.6436135669243","East Asia and Pacific","Lower middle income"
2015,"KOREA, REP.","KOR",11.9146864937447,28732.2310762599,26.97657307,3,1.6,3.5,6.65271664,51014947,"98","99.9036484408941","East Asia and Pacific","High income"
2015,"KUWAIT","KWT",22.7750200000358,29315.1960719019,66.14461017,7.8,4.9,9.1,4.21497965,3908743,"93","100","Middle East and North Africa","High income"
2015,"KYRGYZ REPUBLIC","KGZ",1.72348033373063,1121.08269123697,25.33994116,19.8,14.9,22.3,7.14930916,5956900,"99","97.1280230937868","Europe and Central Asia","Lower middle income"
2015,"LAO PDR","LAO",1.3076988469402,2125.45905698314,20.78189635,42.1,24.6,53.7,2.45366454,6787419,"81","69.3230018564456","East Asia and Pacific","Lower middle income"
2015,"LATVIA","LVA",3.69951965257617,13786.4567953114,13.78739916,4.3,2.7,5.1,5.65211773,1977527,"96","91.5193356535178","Europe and Central Asia","High income"
2015,"LEBANON","LBN",4.2220742810528,7802.75136773923,31.74939856,8.1,5.5,9.4,7.39572525,6398940,"82","93.9430475876455","Middle East and North Africa","Lower middle income"
2015,"LESOTHO","LSO",1.01212119209581,1113.86863173964,32.06282777,63.2,37.9,82.5,8.95958614,2118521,"93","40.647307173143","Sub-Saharan Africa","Lower middle income"
2015,"LIBERIA","LBR",0.270535774876424,699.662946853965,55.99663296,64.6,32.2,88.3,10.61632824,4612329,"64","18.535132543282","Sub-Saharan Africa","Low income"
2015,"LITHUANIA","LTU",3.80989428243904,14263.9645773495,11.80372346,4,2.3,4.9,6.49043989,2904910,"94","91.7010670434122","Europe and Central Asia","High income"
2015,"LUXEMBOURG","LUX",16.0346486330854,105462.012584423,10.61470309,2.3,1.6,2.8,5.08113575,569604,"99","97.6107399280401","Europe and Central Asia","High income"
2015,"MADAGASCAR","MDG",0.132173016426922,455.638034528182,20.16731825,45.2,24.1,66,4.97224426,24850912,"60","11.0976984938148","Sub-Saharan Africa","Low income"
2015,"MALAWI","MWI",0.0643204280409013,544.276872378699,27.06821686,38.6,22.4,56.6,6.62879086,16938942,"87","34.0704034895695","Sub-Saharan Africa","Low income"
2015,"MALAYSIA","MYS",7.60342044388986,9699.58490873216,18.12386202,7,4.2,8.2,3.82201481,31068833,"93","95.4331970244607","East Asia and Pacific","Upper middle income"
2015,"MALDIVES","MDV",3.07473678893985,9434.31190964075,10.19679349,8.4,5.8,9.8,8.72545815,435582,"99","93.9734926103428","South Asia","Upper middle income"
2015,"MALI","MLI",0.184608688158118,723.504204968944,65.82960573,70.2,36.9,115.6,4.11143351,18112907,"66","37.8578119850329","Sub-Saharan Africa","Low income"
2015,"MALTA","MLT",3.72337676636266,24921.6778983872,13.4950264,5.8,4.4,6.6,8.89759636,445053,"89","99.9645923474147","Middle East and North Africa","High income"
2015,"MARSHALL ISLANDS","MHL",2.96093908115766,3703.64905889496,9.019559314,29.2,16.6,35.5,15.33984375,49410,"75","83.2161395070542","East Asia and Pacific","Upper middle income"
2015,"MAURITANIA","MRT",0.751732037240701,1562.72685253245,71.46707421,37.2,25.9,48.9,3.67363763,3946220,"70","41.6283202758138","Sub-Saharan Africa","Lower middle income"
2015,"MAURITIUS","MUS",3.13640499208554,9507.87133656424,14.98251518,12.9,9.1,14.6,5.69995832,1262879,"99","95.4685057890773","Sub-Saharan Africa","Upper middle income"
2015,"MEXICO","MEX",3.92536832553423,9753.40056232226,22.11412862,13.9,8.3,16.2,5.72277403,120149897,"97","88.2703403132952","Latin America and Caribbean","Upper middle income"
2015,"MOLDOVA","MDA",2.82816016203229,2749.91303825395,16.12818151,13.6,11.8,15.8,8.55763531,2835978,"89","80.2520181994655","Europe and Central Asia","Upper middle income"
2015,"MONGOLIA","MNG",5.83543497274137,3919.35121410276,37.15549626,16.6,9.6,19.4,4.23154545,2964749,"98","62.7770012891177","East Asia and Pacific","Lower middle income"
2015,"MONTENEGRO","MNE",3.79179598784234,6517.18961381857,23.35826543,3.5,2.3,4.1,9.02188778,622159,"64","95.5434212429212","Europe and Central Asia","Upper middle income"
2015,"MOROCCO","MAR",1.74053353043953,3139.22827148438,32.08758908,20.3,14.6,23.6,5.57022429,34680458,"99","82.6133886224459","Middle East and North Africa","Lower middle income"
2015,"MOZAMBIQUE","MOZ",0.204084856205542,594.226917756451,24.01223447,60.4,31.2,84,6.71663332,26843246,"87","27.8360509112133","Sub-Saharan Africa","Low income"
2015,"MYANMAR","MMR",0.369707459697779,1224.5623682428,31.18146951,40.7,25,51.8,5.47780561,51483949,"84","71.2558687447799","East Asia and Pacific","Lower middle income"
2015,"NAMIBIA","NAM",1.81245575422832,4965.67282931154,26.93323269,33.3,21.5,46.2,9.98109627,2282704,"85","33.8649685207144","Sub-Saharan Africa","Upper middle income"
2015,"NAURU","NRU",4.87259722843093,7587.25148547245,5.531956166,27.5,21.4,33.3,13.73628426,11185,"98","65.8828337116431","East Asia and Pacific","High income"
2015,"NEPAL","NPL",0.260272198896608,882.307663457577,88.68734566,29.2,21.2,35.5,5.46615553,27610325,"85","58.5529933392084","South Asia","Lower middle income"
2015,"NETHERLANDS","NLD",9.29024293675951,45193.4032187971,12.65099613,3.5,2.6,4.1,10.32393837,16939923,"95","97.7352217528266","Europe and Central Asia","High income"
2015,"NEW ZEALAND","NZL",7.00334099882848,38630.7265886928,6.007926029,4.6,3.1,5.5,9.28344345,4609400,"93","99.9999992554402","East Asia and Pacific","High income"
2015,"NICARAGUA","NIC",0.839345517843812,2025.32726145896,21.89483769,16.1,11.6,18.8,7.96303272,6298598,"99","71.8538830119437","Latin America and Caribbean","Lower middle income"
2015,"NIGER","NER",0.104907441945409,481.111301119154,87.52219262,61.3,33.8,120.2,5.34745932,20128124,"85","12.8471159354794","Sub-Saharan Africa","Low income"
2015,"NIGERIA","NGA",0.58559167537452,2679.55476480921,76.05337278,79.3,37.2,126.4,3.58194995,183995785,"42","39.2193825451344","Sub-Saharan Africa","Lower middle income"
2015,"NORTH MACEDONIA","MKD",3.44991319788274,4861.55615984223,32.55975286,10,8.1,11.4,6.34227896,2070226,"89","95.4144088491547","Europe and Central Asia","Upper middle income"
2015,"NORWAY","NOR",7.76485866052295,74809.9658049898,7.00932544,2.2,1.6,2.7,10.13146877,5188607,"95","98.0567284959559","Europe and Central Asia","High income"
2015,"OMAN","OMN",16.7307842785492,18777.4330589162,44.0639596,9.6,5,11.2,4.65752935,4191776,"99","99.3190098528426","Middle East and North Africa","High income"
2015,"PAKISTAN","PAK",0.778086202855925,1282.44302583998,66.9297544,62.2,45.2,76.2,2.45764362,210969298,"75","58.4336067433696","South Asia","Lower middle income"
2015,"PALAU","PLW",11.2903225806452,15761.3633809149,9.036533493,18.3,10.5,19.7,11.07734013,17794,"95","97.2203824146747","East Asia and Pacific","Upper middle income"
2015,"PANAMA","PAN",2.68123188224505,13669.5594424097,15.97528537,14.6,9.5,16.9,7.18962574,3957099,"93","78.6727371197927","Latin America and Caribbean","High income"
2015,"PAPUA NEW GUINEA","PNG",0.733652654277604,2502.07374624489,16.54292665,40.3,23.8,51.1,1.81881714,8682174,"57","18.8812861084251","East Asia and Pacific","Lower middle income"
2015,"PARAGUAY","PRY",1.03068169862171,5861.38972416093,12.22763869,18.9,11.8,22.2,6.69165802,6177950,"78","87.5561508130822","Latin America and Caribbean","Upper middle income"
2015,"PERU","PER",1.7763005780535,6180.11879937394,30.66320889,12.8,8.2,16.5,4.98142099,30711863,"92","74.3325508819996","Latin America and Caribbean","Upper middle income"
2015,"PHILIPPINES","PHL",1.07725351401488,2974.29692047629,19.5380734,23.4,14.2,29.8,3.8982749,103031365,"80","76.6450187833517","East Asia and Pacific","Lower middle income"
2015,"POLAND","POL",7.6100211833642,12560.051419682,22.76911952,4.2,2.9,4.9,6.39477158,37986412,"96","97.6921037359858","Europe and Central Asia","High income"
2015,"PORTUGAL","PRT",4.81285327506769,19250.1065376852,8.893342519,3,2.1,3.7,9.31645775,10358076,"98","99.3115702473537","Europe and Central Asia","High income"
2015,"QATAR","QAT",35.2904219503821,66984.9102002396,84.9982268,6.6,3.9,7.8,3.6881299,2414573,"99","99.9365469110371","Middle East and North Africa","High income"
2015,"ROMANIA","ROU",3.69982946782982,8976.95523628605,16.09492405,7.7,4.3,9.2,4.94721603,19815616,"86","83.1654067807115","Europe and Central Asia","High income"
2015,"RUSSIAN FEDERATION","RUS",11.0520055015768,9313.021484375,12.87477297,6.6,4,8.2,5.29604387,144096870,"98","87.7861234146889","Europe and Central Asia","Upper middle income"
2015,"RWANDA","RWA",0.0927977157696768,733.822850390664,38.64241689,34.7,19.8,47.7,6.65446424,11642959,"96","65.8025240374221","Sub-Saharan Africa","Low income"
2015,"SAMOA","WSM",1.14112520938641,4048.46705675448,11.01634581,15.9,7.4,18.6,5.78755188,203571,"75","95.4109753379077","East Asia and Pacific","Lower middle income"
2015,"SAO TOME AND PRINCIPE","STP",0.614546250074581,1571.4985399244,36.14480676,18.6,11.3,23.3,5.34009647,201124,"93","39.8117886622739","Sub-Saharan Africa","Lower middle income"
2015,"SAUDI ARABIA","SAU",17.2577930743373,20442.3660631613,66.82087377,7.8,4.6,9.1,5.99833775,32749848,"98","95.2909245305097","Middle East and North Africa","High income"
2015,"SENEGAL","SEN",0.64679457579979,1238.12639982031,65.39361923,35.5,24.5,51,4.37789631,14356181,"80","52.8193806775429","Sub-Saharan Africa","Lower middle income"
2015,"SERBIA","SRB",6.39995050302429,5588.9794435877,27.89252544,5.5,4,6.3,8.81319809,7095383,"86","97.3400184952249","Europe and Central Asia","Upper middle income"
2015,"SEYCHELLES","SYC",5.35008938224558,14894.4857827096,15.31346781,12.5,9,14.5,4.46488523,93419,"98","99.0600681828543","Sub-Saharan Africa","High income"
2015,"SIERRA LEONE","SLE",0.148261607024579,581.293411814954,55.08583208,95.5,35.1,141,20.41341209,7314773,"78","16.6582854370073","Sub-Saharan Africa","Low income"
2015,"SINGAPORE","SGP",8.20810904856042,55645.6068614606,18.29501195,2.2,1.1,2.7,4.18069839,5535002,"95","100","East Asia and Pacific","High income"
2015,"SLOVAK REPUBLIC","SVK",5.67013797150744,16390.8821748507,19.11555836,5.1,3.1,6.2,6.78228903,5423801,"95","97.5208287681373","Europe and Central Asia","High income"
2015,"SLOVENIA","SVN",6.36758061788265,20890.1664304173,17.92089482,2.1,1.6,2.6,8.49823952,2063531,"94","98.6313647012886","Europe and Central Asia","High income"
2015,"SOLOMON ISLANDS","SLB",0.496360134495479,2134.80542436874,12.49008643,19.4,9.2,22.8,4.44879532,612660,"75","31.8407696975785","East Asia and Pacific","Lower middle income"
2015,"SOUTH AFRICA","ZAF",7.60718852417825,6204.92990145846,29.23503061,29.4,11,37.3,8.05304241,55876504,"86","72.2593538106544","Sub-Saharan Africa","Upper middle income"
2015,"SPAIN","ESP",5.5388552164426,25754.36102944,10.53568076,2.8,1.9,3.3,9.12642574,46444832,"96","99.912472243595","Europe and Central Asia","High income"
2015,"SRI LANKA","LKA",0.901775002944458,3990.3531233888,18.97034499,7.5,5.1,8.8,3.88992047,21336697,"99","89.0752990733061","South Asia","Lower middle income"
2015,"ST. KITTS AND NEVIS","KNA",4.97175141242938,20025.8848511621,8.593255996,14.2,11.4,16.9,5.11798382,47790,"95","94.9535945166888","Latin America and Caribbean","High income"
2015,"ST. LUCIA","LCA",2.85384032843079,10290.3504792779,21.86217654,19.6,12.4,21.9,4.57613707,175623,"97","82.9135380733121","Latin America and Caribbean","Upper middle income"
2015,"ST. VINCENT AND THE GRENADINES","VCT",2.31494524896227,7386.73748424022,21.74047554,15.3,10.6,16.8,4.11412001,106482,"99","89.6149362125534","Latin America and Caribbean","Upper middle income"
2015,"SUDAN","SDN",0.504548222221489,2226.40942382813,52.80306653,45.3,30,66,7.26768589,38171178,"87","35.0682362613739","Sub-Saharan Africa","Low income"
2015,"SURINAME","SUR",4.73365480689865,8907.8381273582,26.58467637,18.3,12.9,20.5,5.80808163,575475,"76","86.4788570965539","Latin America and Caribbean","Upper middle income"
2015,"SWEDEN","SWE",3.99217853401293,51545.4836095322,5.870147043,2.4,1.6,2.9,10.80418396,9799186,"98","98.9668669088397","Europe and Central Asia","High income"
2015,"SWITZERLAND","CHE",4.71974534905117,83806.4476003837,11.59075488,3.7,3,4.3,11.00794983,8282396,"94","99.895441126539","Europe and Central Asia","High income"
2015,"TAJIKISTAN","TJK",0.575406352580923,970.362599670694,38.97318659,32.6,16.3,37.4,6.90735912,8524063,"97","95.3165416425611","Europe and Central Asia","Lower middle income"
2015,"TANZANIA","TZA",0.20489763178503,929.107238769531,28.36614872,41,22.6,58,3.64969945,52542823,"95","24.4416443149061","Sub-Saharan Africa","Lower middle income"
2015,"THAILAND","THA",3.82467609758428,5708.79414662172,28.04174447,9.3,6.1,10.8,3.8522861,70294397,"99","97.1037085703682","East Asia and Pacific","Upper middle income"
2015,"TIMOR-LESTE","TLS",0.36257695015728,1322.30088745104,15.77724688,51.5,25,61.6,7.67216587,1205813,"70","50.7983738927978","East Asia and Pacific","Lower middle income"
2015,"TOGO","TGO",0.24428530157446,760.242911612052,51.06406404,50.9,27,75.9,4.95647097,7473229,"75","16.0892338025687","Sub-Saharan Africa","Low income"
2015,"TONGA","TON",1.03560053523303,4117.93037018511,10.40546856,10.6,5.4,12.4,4.47327423,106122,"99","93.4521117836501","East Asia and Pacific","Upper middle income"
2015,"TRINIDAD AND TOBAGO","TTO",14.5945320327604,18389.5310289802,22.36411414,17.5,12.5,19.6,6.02267027,1460177,"89","93.5715063637301","Latin America and Caribbean","High income"
2015,"TUNISIA","TUN",2.73646000671928,3960.92484913663,31.03674122,14.8,12,17.2,6.24453449,11557779,"98","92.1233998046476","Middle East and North Africa","Lower middle income"
2015,"TURKIYE","TUR",4.43729766919889,10851.9201069804,28.61166279,11.1,6.6,13,4.11690426,79646178,"97","96.4279103152076","Europe and Central Asia","Upper middle income"
2015,"TURKMENISTAN","TKM",11.0601514177487,6208.2966545016,28.62109508,36.6,23.4,42.4,5.11721087,5766431,"99","97.3997890421398","Europe and Central Asia","Upper middle income"
2015,"TUVALU","TUV",0.707915785602648,3384.38253416751,5.62828047,22,12.1,26.1,13.52732944,10877,"94","83.3371012284557","East Asia and Pacific","Upper middle income"
2015,"UGANDA","UGA",0.125731921963759,864.180059367602,43.15615417,39.3,22.3,56,5.07657671,37477356,"79","19.5845877472555","Sub-Saharan Africa","Low income"
2015,"UKRAINE","UKR",4.23146670654202,2124.66259765625,16.65075046,8.1,5.5,9.4,7.77607775,45154036,"56","97.278648266922","Europe and Central Asia","Lower middle income"
2015,"UNITED ARAB EMIRATES","ARE",21.9145018912965,41525.1389043587,45.90634891,6.5,4.1,7.6,3.58359146,8916899,"99","99.1090909356026","Middle East and North Africa","High income"
2015,"UNITED KINGDOM","GBR",6.15937636059612,45071.0743234873,10.37250919,3.9,2.7,4.5,9.75462151,65116219,"93","99.112560824957","Europe and Central Asia","High income"
2015,"UNITED STATES","USA",15.5600154435853,56762.7294515989,8.163752791,5.8,3.9,6.8,16.48109245,320738994,"92","99.7623186306178","North America","High income"
2015,"URUGUAY","URY",1.95637850746058,16950.7533762432,9.935544433,7.7,5,8.9,8.29225731,3402818,"96","96.6133171098745","Latin America and Caribbean","High income"
2015,"UZBEKISTAN","UZB",3.17449495030177,2753.97105783086,35.48586783,17.1,10.4,19.2,4.73596573,31298900,"99","95.4498002084782","Europe and Central Asia","Lower middle income"
2015,"VANUATU","VUT",0.485823222567086,2643.88689399558,12.52967863,22.9,11.7,27.3,4.32168293,276438,"76","50.4488652197537","East Asia and Pacific","Lower middle income"
2015,"VIET NAM","VNM",2.18581455940173,2595.23497870737,21.82366181,17.5,11.2,21.9,4.56543732,92191398,"97","79.0852681426575","East Asia and Pacific","Lower middle income"
2015,"YEMEN, REP.","YEM",0.475239900205302,1488.41626715083,48.33063334,46.2,28.3,60.8,4.25285673,28516545,"67","51.5687905474947","Middle East and North Africa","Low income"
2015,"ZAMBIA","ZMB",0.305054765965277,1307.90964916032,28.26273741,47.2,26.2,68.2,4.43510246,16248230,"90","32.4357104534936","Sub-Saharan Africa","Lower middle income"
2015,"ZIMBABWE","ZWE",0.846962441443576,1410.32917348908,25.92895692,42.1,27.9,60.5,7.44982719,14154937,"86","38.1206481520606","Sub-Saharan Africa","Lower middle income"
2016,"AFGHANISTAN","AFG",0.268358772656602,520.251954939821,57.20370424,51.1,39.2,67.2,11.81859016,34636207,"64","45.7336021554717","South Asia","Low income"
2016,"ALBANIA","ALB",1.5900693334483,4124.05538986272,17.81730527,8.4,6.3,9.4,6.66606188,2876101,"96","98.1079030060422","Europe and Central Asia","Upper middle income"
2016,"ALGERIA","DZA",3.83383422168475,3967.20065952107,32.79009631,21.4,15.2,24.9,6.60749817,40339329,"94","86.6054829474466","Middle East and North Africa","Lower middle income"
2016,"ANDORRA","AND",6.46528811690102,39931.2169819106,8.943875425,3.2,1.7,3.4,7.00839424,72540,"97","99.99999600335","Europe and Central Asia","High income"
2016,"ANGOLA","AGO",1.01255212444657,1709.51553404553,29.17977414,55.7,30,84.4,2.71314979,29154746,"45","48.6279413330122","Sub-Saharan Africa","Lower middle income"
2016,"ANTIGUA AND BARBUDA","ATG",5.5264785124332,15862.6516627488,17.6733477,6.2,4,7.4,5.12190151,90564,"88","97.3904780793345","Latin America and Caribbean","High income"
2016,"ARGENTINA","ARG",4.20181586904703,12790.2640639201,14.11129971,9.8,6.4,11,9.00189781,43590368,"90","94.8209556611028","Latin America and Caribbean","Upper middle income"
2016,"ARMENIA","ARM",1.7679664042068,3679.95234910427,34.24036582,12.2,7.2,13.7,9.95195866,2865835,"97","93.2465397820957","Europe and Central Asia","Upper middle income"
2016,"AUSTRALIA","AUS",16.3203306101751,49876.7123761245,6.815366192,3.2,2.3,3.8,10.09023094,24190907,"95","99.9987293651876","East Asia and Pacific","High income"
2016,"AUSTRIA","AUT",7.29077721621103,45307.5878620442,12.30410306,3,2.2,3.6,10.3522625,8736668,"95","99.9748142109487","Europe and Central Asia","High income"
2016,"AZERBAIJAN","AZE",3.30395789547903,3880.68626683773,24.38549474,21.8,12.6,24.5,4.03655434,9757812,"98","96.1218120431691","Europe and Central Asia","Upper middle income"
2016,"BAHAMAS, THE","BHS",5.15359516738388,29675.5358910641,15.86345443,11.9,7.4,13.8,5.58737278,395976,"89","94.9305823307593","Latin America and Caribbean","High income"
2016,"BAHRAIN","BHR",21.4953098652797,22867.1811196134,61.64582457,6.3,3.1,7.3,4.86051178,1409661,"99","100","Middle East and North Africa","High income"
2016,"BANGLADESH","BGD",0.50773927054082,1659.96248898672,67.7673598,29.5,22.1,36,2.86227322,159784568,"97","50.2602922140672","South Asia","Lower middle income"
2016,"BARBADOS","BRB",4.63224343170081,17343.7254395315,21.08043284,12.8,9.1,13.8,6.68155146,278649,"92","96.855551592924","Latin America and Caribbean","High income"
2016,"BELARUS","BLR",5.82946357939628,5039.77603167897,16.71207883,2.9,1.5,3.9,5.91054153,9469379,"98","97.8864691690809","Europe and Central Asia","Upper middle income"
2016,"BELGIUM","BEL",8.3106603919614,42012.6227191027,12.37628991,3.3,2.3,4.1,10.76264191,11331422,"96","99.4861780441758","Europe and Central Asia","High income"
2016,"BELIZE","BLZ",1.77314715242858,6148.70696109313,21.08657207,12.5,9.7,14.5,6.06179619,367313,"95","87.534777016108","Latin America and Caribbean","Upper middle income"
2016,"BENIN","BEN",0.598485713029697,1049.82030349922,46.48119179,62,31.5,95.6,2.47028542,11260085,"68","16.7724928532971","Sub-Saharan Africa","Lower middle income"
2016,"BHUTAN","BTN",1.63838876655361,2879.54657217991,43.64904826,26.4,17.8,31.9,3.57613945,749761,"97","71.3945411475057","South Asia","Lower middle income"
2016,"BOLIVIA","BOL",1.8936936513003,3013.50270721666,27.56633411,24.5,16.1,30.2,6.83333063,11263015,"94","58.3989085613163","Latin America and Caribbean","Lower middle income"
2016,"BOSNIA AND HERZEGOVINA","BIH",6.42249063914649,4917.26369838618,28.77587802,5.4,4.6,6.2,9.24976635,3480986,"68","95.3361510415938","Europe and Central Asia","Upper middle income"
